"","stadium","full_team_name","team","team_abbr","x","y","d_wall","segment","spray_angle_stadia","fence_height","orientation","distance"
"328","Wrigley Field","Chicago Cubs","cubs","CHC",-93.9231690219097,350.838824064389,363.19339497023,"outfield_outer",-11.2,11,"NE",363.19339497023
"329","Wrigley Field","Chicago Cubs","cubs","CHC",-106.646054814022,343.131949801393,359.3228575834,"outfield_outer",-12.9,11,"NE",359.3228575834
"330","Wrigley Field","Chicago Cubs","cubs","CHC",-119.337334262493,335.373067151804,355.972602203718,"outfield_outer",-14.7,11,"NE",355.972602203718
"331","Wrigley Field","Chicago Cubs","cubs","CHC",-132.023204095152,327.604929731348,353.206903108974,"outfield_outer",-16.5,11,"NE",353.206903108974
"332","Wrigley Field","Chicago Cubs","cubs","CHC",-144.712473965145,319.843203338809,351.057509310289,"outfield_outer",-18.3,11,"NE",351.057509310289
"333","Wrigley Field","Chicago Cubs","cubs","CHC",-157.393580650068,312.067902903261,349.512682534252,"outfield_outer",-20.1,11,"NE",349.512682534252
"334","Wrigley Field","Chicago Cubs","cubs","CHC",-170.682093171857,305.767580074734,350.180224961783,"outfield_outer",-21.9,11,"NE",350.180224961783
"335","Wrigley Field","Chicago Cubs","cubs","CHC",-185.042930627185,303.945352848305,355.842189310343,"outfield_outer",-23.5,16,"NE",355.842189310343
"336","Wrigley Field","Chicago Cubs","cubs","CHC",-196.686413658332,294.766799535985,354.362824554811,"outfield_outer",-25.3,16,"NE",354.362824554811
"337","Wrigley Field","Chicago Cubs","cubs","CHC",-208.137100403385,285.271704648207,353.130284791921,"outfield_outer",-27.1,16,"NE",353.130284791921
"338","Wrigley Field","Chicago Cubs","cubs","CHC",-219.526228291027,275.708665554324,352.430181978545,"outfield_outer",-28.9,16,"NE",352.430181978545
"339","Wrigley Field","Chicago Cubs","cubs","CHC",-230.871650074547,266.093016173617,352.288535244218,"outfield_outer",-30.7,16,"NE",352.288535244218
"340","Wrigley Field","Chicago Cubs","cubs","CHC",-242.274875199373,256.544718842011,352.863015798763,"outfield_outer",-32.5,16,"NE",352.863015798763
"341","Chase Field","Arizona Diamondbacks","diamondbacks","ARI",245.777266547885,242.122857953134,345.007163831628,"outfield_outer",34.1,8,"N",345.007163831628
"342","Chase Field","Arizona Diamondbacks","diamondbacks","ARI",245.115586499615,256.701984432345,354.933176184693,"outfield_outer",32.8,8,"N",354.933176184693
"343","Chase Field","Arizona Diamondbacks","diamondbacks","ARI",243.376908831042,271.13340579583,364.342755507228,"outfield_outer",31.4,8,"N",364.342755507228
"344","Chase Field","Arizona Diamondbacks","diamondbacks","ARI",231.263645368143,275.736830798521,359.880082149283,"outfield_outer",30,8,"N",359.880082149283
"345","Chase Field","Arizona Diamondbacks","diamondbacks","ARI",219.570460273632,283.958592501635,358.948003588659,"outfield_outer",28.3,8,"N",358.948003588659
"346","Chase Field","Arizona Diamondbacks","diamondbacks","ARI",208.625686028278,293.612264152698,360.18445070775,"outfield_outer",26.5,8,"N",360.18445070775
"347","Chase Field","Arizona Diamondbacks","diamondbacks","ARI",197.643658367672,303.223913931649,361.949938075675,"outfield_outer",24.8,8,"N",361.949938075675
"348","Chase Field","Arizona Diamondbacks","diamondbacks","ARI",186.7126367009,312.893453214745,364.367838548423,"outfield_outer",23.1,8,"N",364.367838548423
"349","Chase Field","Arizona Diamondbacks","diamondbacks","ARI",175.841140511973,322.62987604098,367.437264864044,"outfield_outer",21.4,8,"N",367.437264864044
"350","Chase Field","Arizona Diamondbacks","diamondbacks","ARI",164.916382202519,332.306543429448,370.97850601456,"outfield_outer",19.8,8,"N",370.97850601456
"351","Chase Field","Arizona Diamondbacks","diamondbacks","ARI",153.991454447563,341.982964058568,375.054283736581,"outfield_outer",18.2,8,"N",375.054283736581
"352","Chase Field","Arizona Diamondbacks","diamondbacks","ARI",143.049886127315,351.640645371636,379.624042176492,"outfield_outer",16.6,8,"N",379.624042176492
